GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,current,current_time
Göppingen,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,70632.0,153353.0,153353.0,153353.0,153353.0,153353.0,153353.0,184195.0,184195.0,184195.0,184195.0,184195.0,184195.0,184195.0,183861.0,183861.0,183861,183861,16/06/2021 00:00
Ludwigsburg,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,151603.0,317055.0,317055.0,317055.0,317055.0,317055.0,317055.0,343096.0,343096.0,343096.0,343096.0,343096.0,343096.0,343096.0,383278.0,383278.0,383278,383278,16/06/2021 00:00
Rems-Murr-Kreis,8119,2695.0,,,,3520.0,3757.0,3757.0,3757.0,3757.0,3757.0,3775.0,3775.0,4301.0,4544.0,4544.0,4544.0,4544.0,4544.0,5048.0,5184.0,5184.0,5184.0,5184.0,5184.0,5184.0,6469.0,6469.0,6673.0,6673.0,6673.0,7546.0,7546.0,7546.0,7546.0,8593.0,8981.0,9494.0,10006.0,10470.0,10470.0,11730.0,11893.0,11893.0,12795.0,12795.0,13749.0,14430.0,15012.0,15317.0,15317.0,15317.0,16189.0,16213.0,16513.0,16513.0,16744.0,17279.0,18247.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,20112.0,20112.0,20700.0,20700.0,20791.0,20903.0,21600.0,22198.0,22788.0,22788.0,24024.0,24658.0,24658.0,25687.0,25687.0,27520.0,28825.0,28825.0,29241.0,30700.0,30700.0,30700.0,30700.0,30700.0,30700.0,49048.0,49048.0,49048.0,54058.0,61673.0,61910.0,61910.0,64405.0,65525.0,112226.0,112226.0,112226.0,112226.0,112226.0,112226.0,112226.0,112226.0,112226.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,81742.0,234610.0,234610.0,234610.0,234610.0,234610.0,234610.0,253905.0,253905.0,253905.0,253905.0,253905.0,253905.0,253905.0,283567.0,283567.0,283567,283567,16/06/2021 00:00
Heilbronn,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,28003.0,63561.0,63561.0,63561.0,63561.0,63561.0,63561.0,68467.0,68467.0,68467.0,68467.0,68467.0,68467.0,68467.0,77129.0,77129.0,77129,77129,16/06/2021 00:00
Heilbronn,8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,91220.0,190973.0,190973.0,190973.0,190973.0,190973.0,190973.0,207781.0,207781.0,207781.0,207781.0,207781.0,207781.0,207781.0,231870.0,231870.0,231870,231870,16/06/2021 00:00
Hohenlohekreis,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,31834.0,67248.0,67248.0,67248.0,67248.0,67248.0,67248.0,72454.0,72454.0,72454.0,72454.0,72454.0,72454.0,72454.0,79975.0,79975.0,79975,79975,16/06/2021 08:29
Schwäbisch Hall,8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,53840.0,111683.0,111683.0,111683.0,111683.0,111683.0,111683.0,118344.0,118344.0,118344.0,118344.0,118344.0,118344.0,118344.0,131139.0,131139.0,131139,131139,16/06/2021 00:00
Main-Tauber-Kreis,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,44218.0,79797.0,79797.0,84792.0,84792.0,84792.0,84792.0,86391.0,86391.0,86391.0,86391.0,86391.0,86391.0,86391.0,94913.0,94913.0,94913,94913,16/06/2021 00:00
Heidenheim,8135,,,,,,,,,,,,,,,,,,,,,,,,,,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,36123.0,70650.0,70650.0,70650.0,70650.0,70650.0,70650.0,74771.0,74771.0,74771.0,74771.0,74771.0,74771.0,74771.0,82678.0,82678.0,82678,82678,16/06/2021 00:00
Ostalbkreis,8136,,,,,,,,,,,,,3469.0,3469.0,3469.0,3469.0,3469.0,4356.0,4356.0,4356.0,4356.0,4356.0,4356.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,10972.0,10972.0,10972.0,10972.0,10972.0,10972.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106.0,22795.0,22795.0,22795.0,22795.0,22795.0,22795.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,37103.0,37103.0,37103.0,37103.0,37103.0,37103.0,37103.0,43289.0,43289.0,43289.0,43289.0,43289.0,43289.0,43289.0,48933.0,48933.0,48933.0,48933.0,48933.0,48933.0,48933.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,85254.0,186572.0,186572.0,186572.0,186572.0,186572.0,186572.0,199136.0,199136.0,199136.0,199136.0,199136.0,199136.0,199136.0,221015.0,221015.0,221015,221015,17/06/2021 00:00
Baden-Baden,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,19705.0,39695.0,39695.0,39695.0,39695.0,39695.0,39695.0,42889.0,42889.0,42889.0,42889.0,42889.0,42889.0,42889.0,47460.0,47460.0,47460,47460,16/06/2021 00:00
Karlsruhe,8212,,,,,,,,,,,,,,,,,,,,,,,,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,88029.0,179133.0,179133.0,179133.0,179133.0,179133.0,179133.0,194379.0,194379.0,194379.0,194379.0,194379.0,194379.0,194379.0,214959.0,214959.0,214959,214959,16/06/2021 00:00
Karlsruhe,8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,152450.0,291535.0,291535.0,291535.0,291535.0,291535.0,291535.0,314807.0,314807.0,314807.0,314807.0,314807.0,314807.0,314807.0,349024.0,349024.0,349024,349024,16/06/2021 00:00
Rastatt,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,73692.0,144621.0,144621.0,144621.0,144621.0,144621.0,144621.0,155292.0,155292.0,155292.0,155292.0,155292.0,155292.0,155292.0,172041.0,172041.0,172041,172041,16/06/2021 00:00
Heidelberg,8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,50362.0,103080.0,103080.0,103080.0,103080.0,103080.0,103080.0,110134.0,110134.0,110134.0,110134.0,110134.0,110134.0,110134.0,121814.0,121814.0,121814,121814,17/06/2021 00:00
Mannheim,8222,15629.0,,,,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,84672.0,178899.0,178899.0,178899.0,178899.0,178899.0,178899.0,196436.0,196436.0,196436.0,196436.0,196436.0,196436.0,196436.0,218938.0,218938.0,218938,218938,16/06/2021 00:00
Neckar-Odenwald-Kreis,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,42775.0,81573.0,81573.0,81573.0,81573.0,81573.0,81573.0,89388.0,89388.0,89388.0,89388.0,89388.0,89388.0,89388.0,97672.0,97672.0,97672,97672,16/06/2021 00:00
Rhein-Neckar-Kreis,8226,,,,,,,,,,,,,,,,,,,,,,,,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,196202.0,365413.0,365413.0,365413.0,365413.0,365413.0,365413.0,395282.0,395282.0,395282.0,395282.0,395282.0,395282.0,395282.0,437625.0,437625.0,437625,437625,17/06/2021 00:00
Pforzheim,8231,,,,,,,,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,20279.0,54494.0,54494.0,54494.0,54494.0,54494.0,54494.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,65694.0,65694.0,65694,65694,16/06/2021 00:00
Calw,8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,39373.0,84920.0,84920.0,84920.0,84920.0,84920.0,84920.0,90600.0,90600.0,90600.0,90600.0,90600.0,90600.0,90600.0,101605.0,101605.0,101605,101605,16/06/2021 00:00
Enzkreis,8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,57879.0,113612.0,113612.0,113612.0,113612.0,113612.0,113612.0,122095.0,122095.0,122095.0,122095.0,122095.0,122095.0,122095.0,134961.0,134961.0,134961,134961,16/06/2021 00:00
Freudenstadt,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,23783.0,61053.0,61053.0,61053.0,61053.0,61053.0,61053.0,67790.0,67790.0,67790.0,67790.0,67790.0,67790.0,67790.0,77149.0,77149.0,77149,77149,16/06/2021 00:00
Freiburg im Breisgau,8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,87086.0,169434.0,169434.0,169434.0,169434.0,169434.0,169434.0,183497.0,183497.0,183497.0,183497.0,183497.0,183497.0,183497.0,201806.0,201806.0,201806,201806,16/06/2021 00:00
Breisgau-Hochschwarzwald,8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,101525.0,186847.0,186847.0,186847.0,186847.0,186847.0,186847.0,203309.0,203309.0,203309.0,203309.0,203309.0,203309.0,203309.0,223262.0,223262.0,223262,223262,16/06/2021 00:00
Emmendingen,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,21312.0,21312.0,21312.0,21312.0,21312.0,21312.0,21312.0,25151.0,25151.0,25151.0,25151.0,25151.0,25151.0,25151.0,35426.0,35426.0,35426.0,35426.0,35426.0,35426.0,35426.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,43139.0,120406.0,120406.0,120406.0,120406.0,120406.0,120406.0,131767.0,131767.0,131767.0,131767.0,131767.0,131767.0,131767.0,146106.0,146106.0,146106,146106,16/06/2021 00:00
Ortenaukreis,8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,151155.0,278336.0,278336.0,278336.0,278336.0,278336.0,278336.0,297915.0,297915.0,297915.0,297915.0,297915.0,297915.0,297915.0,329682.0,329682.0,329682,329682,16/06/2021 00:00
Rottweil,8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,38690.0,79037.0,79037.0,79037.0,79037.0,79037.0,79037.0,87432.0,87432.0,87432.0,87432.0,87432.0,87432.0,87432.0,97543.0,97543.0,97543,97543,16/06/2021 00:00
