GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,current,current_time
Speyer,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Worms,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Zweibrücken,7320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Alzey-Worms,7331,995.0,,,,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995,995,12/03/2021 00:00
Bad Dürkheim,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Donnersbergkreis,7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Germersheim,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Kaiserslautern,7335,,,,,,,,,,,,,,,,,,,,,,,,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891,5891,12/03/2021 00:00
Kusel,7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Südliche Weinstraße,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Rhein-Pfalz-Kreis,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Mainz-Bingen,7339,2689.0,,,,2689.0,2689.0,2689.0,2689.0,5476.0,5476.0,5476.0,5476.0,5476.0,5476.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266,8266,12/03/2021 00:00
Südwestpfalz,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Stuttgart,8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Böblingen,8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Esslingen,8116,,,,,,,,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340,2340,12/03/2021 00:00
Göppingen,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Ludwigsburg,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Rems-Murr-Kreis,8119,2695.0,,,,3520.0,3757.0,3757.0,3757.0,3757.0,3757.0,3775.0,3775.0,4301.0,4544.0,4544.0,4544.0,4544.0,4544.0,5048.0,5184.0,5184.0,5184.0,5184.0,5184.0,5184.0,6469.0,6469.0,6673.0,6673.0,6673.0,7546.0,7546.0,7546.0,7546.0,8593.0,8981.0,9494.0,10006.0,10470.0,10470.0,11730.0,11893.0,11893.0,12795.0,12795.0,13749.0,14430.0,14430,14430,12/03/2021 00:00
Heilbronn,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Heilbronn,8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Hohenlohekreis,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Schwäbisch Hall,8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Main-Tauber-Kreis,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Heidenheim,8135,,,,,,,,,,,,,,,,,,,,,,,,,,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535,2535,12/03/2021 00:00
Ostalbkreis,8136,,,,,,,,,,,,,3469.0,3469.0,3469.0,3469.0,3469.0,4356.0,4356.0,4356.0,4356.0,4356.0,4356.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,10972.0,10972.0,10972.0,10972.0,10972.0,10972.0,15222.0,15222.0,15222.0,15222,15222,13/03/2021 00:00
Baden-Baden,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Karlsruhe,8212,,,,,,,,,,,,,,,,,,,,,,,,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812,35812,13/03/2021 00:00
Karlsruhe,8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Rastatt,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Heidelberg,8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Mannheim,8222,15629.0,,,,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355,47355,12/03/2021 00:00
Neckar-Odenwald-Kreis,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Rhein-Neckar-Kreis,8226,,,,,,,,,,,,,,,,,,,,,,,,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034,43034,13/03/2021 00:00
Pforzheim,8231,,,,,,,,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,846.0,12/03/2021 00:00
Calw,8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Enzkreis,8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707,2707,12/03/2021 00:00
Freudenstadt,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000,4000,12/03/2021 00:00
Freiburg im Breisgau,8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Breisgau-Hochschwarzwald,8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Emmendingen,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,11795.0,11795,11795,12/03/2021 00:00
Ortenaukreis,8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Rottweil,8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Schwarzwald-Baar-Kreis,8326,,,,,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,6458.0,6458.0,4518.0,4518.0,4518.0,4518.0,4518.0,9036.0,9036.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,8881.0,8881.0,8881.0,17774.0,17774.0,17774.0,8881.0,8881.0,8881.0,8881.0,8881.0,11875.0,11875,11875,13/03/2021 00:00
Tuttlingen,8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5725.0,5725.0,5725.0,6628.0,7053.0,7478.0,7478.0,11583.0,12149.0,12760,12760,13/03/2021 00:00
Konstanz,8335,,,,,,,,,,,,,,,,,,,3274.0,3274.0,3274.0,3274.0,3274.0,4606.0,4606.0,4606.0,4606.0,4606.0,4606.0,5831.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,10313.0,10313.0,10313.0,10313.0,12513.0,13094.0,13094.0,13094.0,13094.0,13094,13094,12/03/2021 00:00
Lörrach,8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Waldshut,8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099,7099,12/03/2021 00:00
Reutlingen,8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Tübingen,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Zollernalbkreis,8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9467.0,9467.0,9467.0,10852.0,10852.0,10852.0,10852,10852,12/03/2021 00:00
Ulm,8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Alb-Donau-Kreis,8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Biberach,8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Bodenseekreis,8435,63.0,,,,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,2078.0,2078.0,2078.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,3932.0,4103.0,4145.0,4145.0,4145.0,4145.0,5201.0,5638.0,5638.0,5638.0,5638.0,5638.0,5638.0,5638.0,8107.0,8693.0,8693.0,8843.0,9341.0,9998.0,10449.0,10449,10449,12/03/2021 00:00
Ravensburg,8436,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134,5134,12/03/2021 00:00
Sigmaringen,8437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,8008.0,8008.0,8008.0,8008,8008,13/03/2021 00:00
Ingolstadt,9161,2660.0,,,,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,9320.0,9320.0,9320.0,9320.0,9320.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,13700.0,13700.0,13700.0,13700,13700,13/03/2021 00:00
München,9162,,,,,14900.0,14900.0,14900.0,14900.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,42500.0,42500.0,42500.0,42500.0,63900.0,63900.0,63900.0,63900.0,63900.0,63900.0,63700.0,63700.0,79900.0,79900.0,79900.0,79900.0,79900.0,79900.0,79900.0,108500.0,108500.0,108500.0,108500.0,108500.0,108500.0,108500,108500,13/03/2021 00:00
Rosenheim,9163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Altötting,9171,,,,,,,,,,,,4858.0,4858.0,4858.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,10343.0,10343.0,10343.0,10343.0,10343.0,12304.0,12304.0,12304.0,12304.0,12304.0,12304.0,12304.0,15678.0,16982.0,16982.0,16982.0,16982.0,16982,16982,12/03/2021 00:00
Berchtesgadener Land,9172,1525.0,,,,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525,1525,12/03/2021 00:00
Bad Tölz-Wolfratshausen,9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14204.0,14204.0,14204.0,14204.0,14204,14204,12/03/2021 00:00
Dachau,9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17515.0,17515.0,17515.0,17515,17515,12/03/2021 00:00
Ebersberg,9175,,,,,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,7974.0,11493.0,11493.0,13026.0,13026.0,13026.0,13026.0,15014.0,15014.0,16346.0,16758.0,16758.0,16758,16758,12/03/2021 00:00
Eichstätt,9176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Erding,9177,3043.0,,,,3277.0,3277.0,3277.0,4511.0,4511.0,4511.0,7134.0,7134.0,7134.0,7134.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,7807.0,7807.0,7807.0,7807.0,7807.0,8579.0,8579.0,8579.0,9444.0,9648.0,9648.0,9648.0,10152.0,10425.0,10757.0,11076.0,11076.0,11076.0,11076.0,12117.0,12450.0,13107.0,13714.0,13714.0,13714,13714,12/03/2021 00:00
Freising,9178,,,,,4724.0,4724.0,4724.0,5687.0,5817.0,5817.0,6382.0,6382.0,6382.0,6382.0,7074.0,7074.0,7074.0,7519.0,7519.0,7707.0,7707.0,7707.0,7707.0,8890.0,9172.0,9308.0,9308.0,9308.0,10064.0,10064.0,10064.0,11361.0,11694.0,11694.0,11694.0,13113.0,13113.0,13867.0,14313.0,14646.0,14646.0,14646.0,14646.0,16443.0,16848.0,17320.0,17658.0,17658,17658,12/03/2021 00:00
Fürstenfeldbruck,9179,5568.0,,,,6644.0,6644.0,6644.0,6644.0,7581.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,9561.0,9561.0,9561.0,9561.0,9561.0,9561.0,11635.0,11635.0,11635.0,11635.0,11635.0,11635.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,18879.0,18879.0,18879.0,18879.0,18879.0,18879.0,23356.0,23356.0,23356.0,23356.0,23356,23356,12/03/2021 00:00
Garmisch-Partenkirchen,9180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Landsberg am Lech,9181,,,,,2531.0,2531.0,2531.0,3062.0,3062.0,3062.0,3062.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4903.0,4903.0,4903.0,5737.0,5737.0,5737.0,5737.0,5737.0,5737.0,5737.0,6642.0,6642.0,6642.0,6642.0,6642.0,6642.0,6642.0,8447.0,8447.0,8447.0,8447.0,9280.0,9280.0,9280.0,10809.0,10809.0,10809,10809,12/03/2021 00:00
Miesbach,9182,,,,,,,,,,,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977,5977,12/03/2021 00:00
Mühldorf a. Inn,9183,,,,,4055.0,4055.0,4055.0,4055.0,4055.0,4055.0,4055.0,5384.0,5384.0,5384.0,5384.0,5384.0,5384.0,5384.0,6257.0,6257.0,6257.0,6257.0,6257.0,6257.0,6257.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696.0,7696,7696,13/03/2021 00:00
München,9184,,,,,,,,,,,,,,,,,16707.0,16707.0,16707.0,16707.0,16707.0,16707.0,16707.0,20285.0,21087.0,21087.0,22354.0,23140.0,23140.0,24781.0,25727.0,26856.0,26856.0,26856.0,30057.0,30057.0,30935.0,30935.0,30935.0,35161.0,35161.0,37520.0,38582.0,38582.0,40405.0,40405.0,42220.0,43621,43621,13/03/2021 00:00
Neuburg-Schrobenhausen,9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Pfaffenhofen a.d. Ilm,9186,1756.0,,,,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,1756.0,12839.0,12839,12839,12/03/2021 00:00
Rosenheim,9187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Starnberg,9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Traunstein,9189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13571.0,13571.0,13571.0,13571.0,13571.0,13571.0,13571.0,17296.0,17952.0,17952.0,17952.0,17952,17952,12/03/2021 00:00
Weilheim-Schongau,9190,,,,,,,,,,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,6526.0,9930.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320,10320,12/03/2021 00:00
Landshut,9261,,,,,,,,,,,,,,,,,,,,,,,,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109.0,4109,4109,12/03/2021 00:00
Passau,9262,2730.0,,,,2730.0,2730.0,2730.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100,8100,12/03/2021 00:00
Straubing,9263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Deggendorf,9271,,,,,,,,,,,,,,,,,5732.0,5812.0,5812.0,5812.0,5812.0,5812.0,5812.0,5812.0,6745.0,6745.0,6745.0,6745.0,7805.0,7805.0,7805.0,8874.0,9129.0,9129.0,9129.0,9517.0,9517.0,10153.0,10605.0,10917.0,10917.0,10917.0,11814.0,12134.0,12445.0,12445.0,12445.0,12445,12445,12/03/2021 00:00
Freyung-Grafenau,9272,,,,,,,,,,,,,,,,,,,,,,,,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,4949.0,8176.0,8176.0,9086.0,9086.0,9086,9086,12/03/2021 00:00
Kelheim,9273,,,,,,,,,,,,,,,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,6714.0,6714.0,6714.0,6714.0,6714,6714,12/03/2021 00:00
Landshut,9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Passau,9275,3000.0,,,,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,19492.0,20127.0,20127,20127,12/03/2021 00:00
Regen,9276,2098.0,,,,2098.0,2098.0,2098.0,2604.0,2657.0,2831.0,2831.0,2831.0,3253.0,3433.0,3433.0,3433.0,3433.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,3571.0,4756.0,4756.0,4756.0,5244.0,5244.0,5244.0,5244.0,5244.0,6165.0,6386.0,6386.0,6865.0,6865.0,7307.0,7307.0,7307.0,7884.0,8238.0,8238.0,8238,8238,12/03/2021 00:00
Rottal-Inn,9277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8598.0,8598.0,8598.0,8598.0,8598.0,8598.0,8598.0,8598.0,8598.0,8598,8598,12/03/2021 00:00
Straubing-Bogen,9278,,,,,,,,,,,,,,,,,,,,,,,,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600.0,9600,9600,12/03/2021 00:00
Dingolfing-Landau,9279,2550.0,,,,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,6773.0,6773.0,6773,6773,12/03/2021 00:00
Amberg,9361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Regensburg,9362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Weiden i.d. OPf.,9363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Amberg-Sulzbach,9371,,,,,,,,,,,,,,,,,,,,,,,,,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390.0,10390,10390,12/03/2021 00:00
Cham,9372,,,,,4925.0,4925.0,4925.0,4925.0,4925.0,4925.0,4925.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574.0,5574,5574,12/03/2021 00:00
Neumarkt i.d. OPf.,9373,3040.0,,,,3040.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,9650.0,13790.0,13790.0,13790.0,13790,13790,12/03/2021 00:00
