GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,current,current_time
Heidenheim,8135,,,,,,,,,,,,,,,,,,,,,,,,,,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,2535.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000,15000,21/04/2021 00:00
Ostalbkreis,8136,,,,,,,,,,,,,3469.0,3469.0,3469.0,3469.0,3469.0,4356.0,4356.0,4356.0,4356.0,4356.0,4356.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,6218.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,10972.0,10972.0,10972.0,10972.0,10972.0,10972.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,15222.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106.0,19106.0,22795.0,22795.0,22795.0,22795.0,22795.0,22795.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,25878.0,37103.0,37103.0,37103.0,37103.0,37103.0,37103.0,37103.0,37103,37103,21/04/2021 00:00
Baden-Baden,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Karlsruhe,8212,,,,,,,,,,,,,,,,,,,,,,,,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812.0,35812,35812,20/04/2021 00:00
Karlsruhe,8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Rastatt,8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Heidelberg,8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Mannheim,8222,15629.0,,,,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,15629.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,27173.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,37555.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355.0,47355,47355,20/04/2021 00:00
Neckar-Odenwald-Kreis,8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Rhein-Neckar-Kreis,8226,,,,,,,,,,,,,,,,,,,,,,,,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034.0,43034,43034,21/04/2021 00:00
Pforzheim,8231,,,,,,,,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0,21/04/2021 00:00
Calw,8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Enzkreis,8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707.0,2707,2707,21/04/2021 00:00
Freudenstadt,8237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773.0,17773,17773,21/04/2021 00:00
Freiburg im Breisgau,8311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Breisgau-Hochschwarzwald,8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Emmendingen,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,8306.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,11795.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,14094.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,16422.0,21312.0,21312.0,21312.0,21312.0,21312.0,21312.0,21312.0,25151.0,25151.0,25151.0,25151.0,25151.0,25151,25151,20/04/2021 00:00
Ortenaukreis,8317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Rottweil,8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Schwarzwald-Baar-Kreis,8326,,,,,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,1927.0,6458.0,6458.0,4518.0,4518.0,4518.0,4518.0,4518.0,9036.0,9036.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,6807.0,8881.0,8881.0,8881.0,17774.0,17774.0,17774.0,8881.0,8881.0,8881.0,8881.0,8881.0,11875.0,11875.0,11875.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,21570.0,21570.0,21570.0,21570.0,21570.0,21570.0,21570.0,21570.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,25377.0,39181.0,39181.0,39181,39181,21/04/2021 00:00
Tuttlingen,8327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5725.0,5725.0,5725.0,6628.0,7053.0,7478.0,7478.0,11583.0,12149.0,12760.0,12760.0,13310.0,13543.0,13866.0,14189.0,14512.0,15281.0,15281.0,15767.0,16253.0,16739.0,17225.0,17611.0,18076.0,18076.0,18608.0,19140.0,19672.0,20087.0,20590.0,21093.0,21093.0,21496.0,21900.0,22303.0,22303.0,24475.0,25020.0,25020.0,25682.0,26344.0,27005.0,27899.0,28619.0,29339.0,29339.0,29943.0,30547.0,30547,30547,21/04/2021 00:00
Konstanz,8335,,,,,,,,,,,,,,,,,,,3274.0,3274.0,3274.0,3274.0,3274.0,4606.0,4606.0,4606.0,4606.0,4606.0,4606.0,5831.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,7001.0,10313.0,10313.0,10313.0,10313.0,12513.0,13094.0,13094.0,13094.0,13094.0,13094.0,13094.0,13094.0,13094.0,17950.0,18514.0,19275.0,19275.0,19275.0,20259.0,20939.0,21616.0,21616.0,22759.0,22759.0,22759.0,24428.0,24428.0,24428.0,24428.0,24428.0,24428.0,24428.0,28967.0,28967.0,29905.0,29905.0,32309.0,32309.0,32309.0,33929.0,33929.0,35870.0,35870.0,35870.0,35870.0,35870.0,40093.0,40093.0,40093,40093,21/04/2021 00:00
Lörrach,8336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Waldshut,8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,7099.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150,13150,21/04/2021 00:00
Reutlingen,8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Tübingen,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Zollernalbkreis,8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9467.0,9467.0,9467.0,10852.0,10852.0,10852.0,10852.0,10852.0,10852.0,10852.0,10852.0,10852.0,10852.0,14499.0,14965.0,15372.0,15372.0,16212.0,16212.0,16212.0,16212.0,16212.0,16212.0,19668.0,19668.0,19668.0,19668.0,19668.0,19668.0,22806.0,22806.0,22806.0,22806.0,24771.0,24771.0,26550.0,27018.0,27531.0,28076.0,28580.0,29106.0,30065.0,30853.0,31620.0,31620.0,31620,31620,20/04/2021 00:00
Ulm,8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Alb-Donau-Kreis,8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Biberach,8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Bodenseekreis,8435,63.0,,,,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,2078.0,2078.0,2078.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,3932.0,4103.0,4145.0,4145.0,4145.0,4145.0,5201.0,5638.0,5638.0,5638.0,5638.0,5638.0,5638.0,5638.0,8107.0,8693.0,8693.0,8843.0,9341.0,9998.0,10449.0,10449.0,10449.0,11356.0,11356.0,12000.0,12205.0,12766.0,12984.0,13383.0,13383.0,13667.0,13667.0,14875.0,15492.0,15492.0,15492.0,17473.0,17473.0,18751.0,19255.0,19255.0,19255.0,21181.0,21786.0,22369.0,23059.0,23695.0,24063.0,24659.0,25234.0,26519.0,27206.0,28864.0,29497.0,30242.0,30242.0,31567.0,32343.0,33170.0,33170,33170,20/04/2021 00:00
Ravensburg,8436,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,5134.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,11768.0,18941.0,18941.0,18941.0,18941.0,18941.0,18941.0,18941.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,32202.0,32202,32202,20/04/2021 00:00
Sigmaringen,8437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,13832.0,13832.0,14540.0,14540.0,15628.0,15628.0,16751.0,16751.0,16751.0,16751.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,18026.0,22767.0,22767.0,23257.0,23257.0,23257.0,23257.0,24462.0,24462.0,24462.0,24462.0,24462,24462,21/04/2021 00:00
Ingolstadt,9161,2660.0,,,,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,9320.0,9320.0,9320.0,9320.0,9320.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,11384.0,13700.0,13700.0,13700.0,13700.0,13700.0,13700.0,13700.0,13700.0,13700.0,16250.0,16250.0,16250.0,16250.0,16250.0,16250.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,19450.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,25250.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,36210.0,36210.0,36210,36210,20/04/2021 00:00
München,9162,,,,,14900.0,14900.0,14900.0,14900.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,19100.0,42500.0,42500.0,42500.0,42500.0,63900.0,63900.0,63900.0,63900.0,63900.0,63900.0,63700.0,63700.0,79900.0,79900.0,79900.0,79900.0,79900.0,79900.0,79900.0,108500.0,108500.0,108500.0,108500.0,108500.0,108500.0,108500.0,108500.0,112800.0,153100.0,153100.0,153100.0,163400.0,163500.0,163500.0,163500.0,176600.0,176600.0,176600.0,176600.0,192100.0,192100.0,192100.0,192100.0,192100.0,192100.0,240500.0,240500.0,240500.0,240500.0,240500.0,240500.0,240500.0,278300.0,278300.0,278300.0,278300.0,278300.0,304600.0,304600.0,304600.0,304600.0,304600.0,304600.0,304600.0,304600,304600,20/04/2021 00:00
Rosenheim,9163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Altötting,9171,,,,,,,,,,,,4858.0,4858.0,4858.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,10343.0,10343.0,10343.0,10343.0,10343.0,12304.0,12304.0,12304.0,12304.0,12304.0,12304.0,12304.0,15678.0,16982.0,16982.0,16982.0,16982.0,16982.0,16982.0,20569.0,20569.0,20569.0,20569.0,20569.0,20569.0,20569.0,22609.0,22609.0,22609.0,22609.0,22609.0,22609.0,22609.0,25031.0,25031.0,25031.0,25031.0,25031.0,25031.0,25031.0,25031.0,25031.0,28928.0,28928.0,28928.0,28928.0,28928.0,28928.0,28928.0,35664.0,35664.0,35664.0,35664.0,35664.0,42156.0,42156.0,42156,42156,20/04/2021 00:00
Berchtesgadener Land,9172,1525.0,,,,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,15274.0,23438.0,23438.0,23438.0,23438.0,23438.0,23438.0,23438.0,23438.0,23438.0,23438.0,31554.0,31554.0,31554,31554,20/04/2021 00:00
Bad Tölz-Wolfratshausen,9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,14204.0,19709.0,19709.0,19709.0,19709.0,19709.0,19709.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,22400.0,28450.0,28450.0,28450.0,28450.0,28450.0,28450.0,28450.0,28450.0,28450.0,28450,28450,20/04/2021 00:00
Dachau,9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17515.0,17515.0,17515.0,17515.0,17515.0,17515.0,17515.0,17515.0,20290.0,20290.0,20290.0,20290.0,20290.0,20290.0,20290.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,23078.0,29359.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,34091.0,42368.0,42368,42368,20/04/2021 00:00
Ebersberg,9175,,,,,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,4196.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,6731.0,7974.0,11493.0,11493.0,13026.0,13026.0,13026.0,13026.0,15014.0,15014.0,16346.0,16758.0,16758.0,16758.0,16758.0,18817.0,18817.0,19553.0,19748.0,19876.0,19876.0,19876.0,20426.0,21668.0,22444.0,22623.0,22933.0,22933.0,22933.0,24573.0,24836.0,25355.0,25227.0,25227.0,25227.0,25227.0,25227.0,26534.0,26534.0,26534.0,30393.0,30393.0,30393.0,31984.0,32880.0,32880.0,35663.0,36683.0,36683.0,36683.0,36683.0,39863.0,39863,39863,20/04/2021 00:00
Eichstätt,9176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289.0,12289,12289,20/04/2021 00:00
Erding,9177,3043.0,,,,3277.0,3277.0,3277.0,4511.0,4511.0,4511.0,7134.0,7134.0,7134.0,7134.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,5780.0,7807.0,7807.0,7807.0,7807.0,7807.0,8579.0,8579.0,8579.0,9444.0,9648.0,9648.0,9648.0,10152.0,10425.0,10757.0,11076.0,11076.0,11076.0,11076.0,12117.0,12450.0,13107.0,13714.0,13714.0,13714.0,13714.0,15153.0,15153.0,15753.0,16202.0,16584.0,16584.0,16584.0,16895.0,16895.0,16895.0,19037.0,19037.0,19037.0,19037.0,20264.0,20592.0,20592.0,20592.0,20592.0,20592.0,20592.0,20592.0,22725.0,23161.0,24006.0,25679.0,25679.0,25679.0,27679.0,27679.0,27679.0,27679.0,32496.0,32496.0,32496.0,33652.0,34186.0,34186,34186,20/04/2021 00:00
Freising,9178,,,,,4724.0,4724.0,4724.0,5687.0,5817.0,5817.0,6382.0,6382.0,6382.0,6382.0,7074.0,7074.0,7074.0,7519.0,7519.0,7707.0,7707.0,7707.0,7707.0,8890.0,9172.0,9308.0,9308.0,9308.0,10064.0,10064.0,10064.0,11361.0,11694.0,11694.0,11694.0,13113.0,13113.0,13867.0,14313.0,14646.0,14646.0,14646.0,14646.0,16443.0,16848.0,17320.0,17658.0,17658.0,17658.0,20906.0,20906.0,21568.0,21986.0,22228.0,22228.0,22228.0,23079.0,23079.0,24080.0,24465.0,24879.0,24879.0,24879.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,26604.0,31425.0,31425.0,31425.0,33774.0,34264.0,38095.0,38095.0,40312.0,40312.0,40312.0,42072.0,42615.0,42615,42615,20/04/2021 00:00
Fürstenfeldbruck,9179,5568.0,,,,6644.0,6644.0,6644.0,6644.0,7581.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,7816.0,9561.0,9561.0,9561.0,9561.0,9561.0,9561.0,11635.0,11635.0,11635.0,11635.0,11635.0,11635.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,14332.0,18879.0,18879.0,18879.0,18879.0,18879.0,18879.0,23356.0,23356.0,23356.0,23356.0,23356.0,23356.0,23356.0,27530.0,27530.0,27530.0,27530.0,27530.0,27530.0,27530.0,31304.0,31304.0,31304.0,31304.0,31304.0,31304.0,31304.0,35601.0,35601.0,35601.0,35601.0,35601.0,35601.0,35601.0,39475.0,39475.0,39475.0,39475.0,39475.0,39475.0,39475.0,39475.0,45332.0,45332.0,45332.0,45332.0,45332.0,48313.0,55228.0,55228,55228,20/04/2021 00:00
Garmisch-Partenkirchen,9180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10435.0,10435.0,10435.0,11003.0,11180.0,11180.0,11180.0,11651.0,11651.0,11904.0,12170.0,12170.0,12170.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,14740.0,14929.0,15171.0,15171.0,15171.0,15171.0,15171.0,16757.0,16757.0,16757.0,17926.0,17926.0,17926.0,17926.0,19195.0,19195.0,19195,19195,20/04/2021 00:00
Landsberg am Lech,9181,,,,,2531.0,2531.0,2531.0,3062.0,3062.0,3062.0,3062.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4040.0,4903.0,4903.0,4903.0,5737.0,5737.0,5737.0,5737.0,5737.0,5737.0,5737.0,6642.0,6642.0,6642.0,6642.0,6642.0,6642.0,6642.0,8447.0,8447.0,8447.0,8447.0,9280.0,9280.0,9280.0,10809.0,10809.0,10809.0,10809.0,10809.0,10809.0,10809.0,13877.0,13877.0,13877.0,13877.0,13877.0,14953.0,14953.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,16164.0,20718.0,20718.0,21540.0,21540.0,21540.0,21540.0,22581.0,22581.0,22581.0,27051.0,27051.0,27051.0,27051.0,30149.0,30149,30149,20/04/2021 00:00
Miesbach,9182,,,,,,,,,,,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,5977.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,10839.0,14387.0,14387.0,14387.0,14387.0,14387.0,16902.0,16902.0,16902.0,16902.0,16902.0,16902.0,16902.0,16902.0,16902,16902,20/04/2021 00:00
